Country,Year,Category,Cat,value
Slovenia,2011,Crops,Rice (Milled Equivalent),0
Slovenia,2012,Crops,Rice (Milled Equivalent),0
Slovenia,2013,Crops,Rice (Milled Equivalent),0
Slovenia,2010,Crops,Barley and products,11
Slovenia,2011,Crops,Barley and products,11
Slovenia,2012,Crops,Barley and products,10
Slovenia,2013,Crops,Barley and products,9
Slovenia,2010,Crops,Maize and products,59
Slovenia,2011,Crops,Maize and products,65
Slovenia,2012,Crops,Maize and products,51
Slovenia,2013,Crops,Maize and products,53
Slovenia,2010,Crops,Rye and products,1
Slovenia,2011,Crops,Rye and products,1
Slovenia,2012,Crops,Rye and products,1
Slovenia,2013,Crops,Rye and products,1
Slovenia,2010,Crops,Oats,1
Slovenia,2011,Crops,Oats,1
Slovenia,2012,Crops,Oats,1
Slovenia,2013,Crops,Oats,1
Slovenia,2010,Crops,Millet and products,0
Slovenia,2011,Crops,Millet and products,0
Slovenia,2012,Crops,Millet and products,0
Slovenia,2013,Crops,Millet and products,0
Slovenia,2010,Crops,"Cereals, Other",1
Slovenia,2011,Crops,"Cereals, Other",1
Slovenia,2012,Crops,"Cereals, Other",1
Slovenia,2013,Crops,"Cereals, Other",1
Slovenia,2010,Vegetables,Potatoes and products,7
Slovenia,2011,Vegetables,Potatoes and products,5
Slovenia,2012,Vegetables,Potatoes and products,3
Slovenia,2013,Vegetables,Potatoes and products,3
Slovenia,2010,Vegetables,Beans,0
Slovenia,2011,Vegetables,Beans,0
Slovenia,2012,Vegetables,Beans,0
Slovenia,2013,Vegetables,Beans,0
Slovenia,2010,Vegetables,Peas,0
Slovenia,2011,Vegetables,Peas,0
Slovenia,2012,Vegetables,Peas,0
Slovenia,2013,Vegetables,Peas,0
Slovenia,2010,Vegetables,"Pulses, Other and products",0
Slovenia,2011,Vegetables,"Pulses, Other and products",0
Slovenia,2012,Vegetables,"Pulses, Other and products",0
Slovenia,2013,Vegetables,"Pulses, Other and products",0
Slovenia,2010,Vegetables,Nuts and products,0
Slovenia,2011,Vegetables,Nuts and products,0
Slovenia,2012,Vegetables,Nuts and products,0
Slovenia,2013,Vegetables,Nuts and products,0
Slovenia,2010,Vegetables,Soyabeans,3
Slovenia,2011,Vegetables,Soyabeans,3
Slovenia,2012,Vegetables,Soyabeans,4
Slovenia,2013,Vegetables,Soyabeans,1
Slovenia,2010,Seeds,Sunflower seed,0
Slovenia,2011,Seeds,Sunflower seed,0
Slovenia,2012,Seeds,Sunflower seed,0
Slovenia,2013,Seeds,Sunflower seed,0
Slovenia,2010,Seeds,Rape and Mustardseed,0
Slovenia,2011,Seeds,Rape and Mustardseed,0
Slovenia,2012,Seeds,Rape and Mustardseed,0
Slovenia,2013,Seeds,Rape and Mustardseed,0
Slovenia,2010,Crops,Coconuts - Incl Copra,0
Slovenia,2011,Crops,Coconuts - Incl Copra,0
Slovenia,2012,Crops,Coconuts - Incl Copra,0
Slovenia,2013,Crops,Coconuts - Incl Copra,0
Slovenia,2010,Vegetables,Tomatoes and products,5
Slovenia,2011,Vegetables,Tomatoes and products,2
Slovenia,2012,Vegetables,Tomatoes and products,2
Slovenia,2013,Vegetables,Tomatoes and products,2
Slovenia,2010,Vegetables,Onions,2
Slovenia,2011,Vegetables,Onions,2
Slovenia,2012,Vegetables,Onions,2
Slovenia,2013,Vegetables,Onions,2
Slovenia,2010,Vegetables,"Vegetables, Other",16
Slovenia,2011,Vegetables,"Vegetables, Other",16
Slovenia,2012,Vegetables,"Vegetables, Other",16
Slovenia,2013,Vegetables,"Vegetables, Other",16
Slovenia,2010,Fruits,"Oranges, Mandarines",6
Slovenia,2011,Fruits,"Oranges, Mandarines",2
Slovenia,2012,Fruits,"Oranges, Mandarines",3
Slovenia,2013,Fruits,"Oranges, Mandarines",4
Slovenia,2010,Fruits,"Lemons, Limes and products",1
Slovenia,2011,Fruits,"Lemons, Limes and products",1
Slovenia,2012,Fruits,"Lemons, Limes and products",1
Slovenia,2013,Fruits,"Lemons, Limes and products",1
Slovenia,2010,Fruits,Grapefruit and products,0
Slovenia,2011,Fruits,Grapefruit and products,0
Slovenia,2012,Fruits,Grapefruit and products,0
Slovenia,2013,Fruits,Grapefruit and products,0
Slovenia,2010,Fruits,"Citrus, Other",0
Slovenia,2011,Fruits,"Citrus, Other",0
Slovenia,2012,Fruits,"Citrus, Other",0
Slovenia,2013,Fruits,"Citrus, Other",0
Slovenia,2010,Fruits,Bananas,6
Slovenia,2011,Fruits,Bananas,7
Slovenia,2012,Fruits,Bananas,4
Slovenia,2013,Fruits,Bananas,5
Slovenia,2010,Fruits,Apples and products,21
Slovenia,2011,Fruits,Apples and products,20
Slovenia,2012,Fruits,Apples and products,17
Slovenia,2013,Fruits,Apples and products,18
Slovenia,2010,Fruits,Pineapples and products,0
Slovenia,2011,Fruits,Pineapples and products,0
Slovenia,2012,Fruits,Pineapples and products,0
Slovenia,2013,Fruits,Pineapples and products,0
Slovenia,2010,Fruits,Grapes and products (excl wine),1
Slovenia,2011,Fruits,Grapes and products (excl wine),1
Slovenia,2012,Fruits,Grapes and products (excl wine),1
Slovenia,2013,Fruits,Grapes and products (excl wine),1
Slovenia,2010,Fruits,"Fruits, Other",10
Slovenia,2011,Fruits,"Fruits, Other",5
Slovenia,2012,Fruits,"Fruits, Other",4
Slovenia,2013,Fruits,"Fruits, Other",4
Slovenia,2010,Fermented,Wine,1
Slovenia,2011,Fermented,Wine,4
Slovenia,2012,Fermented,Wine,6
Slovenia,2013,Fermented,Wine,4
Slovenia,2010,Fermented,Beer,7
Slovenia,2011,Fermented,Beer,7
Slovenia,2012,Fermented,Beer,7
Slovenia,2013,Fermented,Beer,8
Slovenia,2010,Meat,Milk - Excluding Butter,7
Slovenia,2011,Meat,Milk - Excluding Butter,7
Slovenia,2012,Meat,Milk - Excluding Butter,14
Slovenia,2013,Meat,Milk - Excluding Butter,13
Solomon Islands,2010,Crops,Rice (Milled Equivalent),1
Solomon Islands,2011,Crops,Rice (Milled Equivalent),1
Solomon Islands,2012,Crops,Rice (Milled Equivalent),1
Solomon Islands,2013,Crops,Rice (Milled Equivalent),1
Solomon Islands,2010,Crops,"Cereals, Other",0
Solomon Islands,2011,Crops,"Cereals, Other",0
Solomon Islands,2012,Crops,"Cereals, Other",0
Solomon Islands,2013,Crops,"Cereals, Other",0
Solomon Islands,2010,Crops,Cassava and products,0
Solomon Islands,2011,Crops,Cassava and products,0
Solomon Islands,2012,Crops,Cassava and products,0
Solomon Islands,2013,Crops,Cassava and products,0
Solomon Islands,2010,Vegetables,Potatoes and products,0
Solomon Islands,2011,Vegetables,Potatoes and products,0
Solomon Islands,2012,Vegetables,Potatoes and products,0
Solomon Islands,2013,Vegetables,Potatoes and products,0
Solomon Islands,2010,Vegetables,Sweet potatoes,2
Solomon Islands,2011,Vegetables,Sweet potatoes,2
Solomon Islands,2012,Vegetables,Sweet potatoes,2
Solomon Islands,2013,Vegetables,Sweet potatoes,2
Solomon Islands,2010,Vegetables,Yams,1
Solomon Islands,2011,Vegetables,Yams,1
Solomon Islands,2012,Vegetables,Yams,1
Solomon Islands,2013,Vegetables,Yams,1
Solomon Islands,2010,Crops,"Roots, Other",1
Solomon Islands,2011,Crops,"Roots, Other",1
Solomon Islands,2012,Crops,"Roots, Other",1
Solomon Islands,2013,Crops,"Roots, Other",1
Solomon Islands,2010,Vegetables,"Pulses, Other and products",0
Solomon Islands,2011,Vegetables,"Pulses, Other and products",0
Solomon Islands,2012,Vegetables,"Pulses, Other and products",0
Solomon Islands,2013,Vegetables,"Pulses, Other and products",0
Solomon Islands,2010,Vegetables,Nuts and products,0
Solomon Islands,2011,Vegetables,Nuts and products,0
Solomon Islands,2012,Vegetables,Nuts and products,0
Solomon Islands,2013,Vegetables,Nuts and products,0
Solomon Islands,2010,Vegetables,"Vegetables, Other",0
Solomon Islands,2011,Vegetables,"Vegetables, Other",0
Solomon Islands,2012,Vegetables,"Vegetables, Other",0
Solomon Islands,2013,Vegetables,"Vegetables, Other",0
Solomon Islands,2010,Fruits,Bananas,0
Solomon Islands,2011,Fruits,Bananas,0
Solomon Islands,2012,Fruits,Bananas,0
Solomon Islands,2013,Fruits,Bananas,0
Solomon Islands,2010,Fruits,"Fruits, Other",1
Solomon Islands,2011,Fruits,"Fruits, Other",1
Solomon Islands,2012,Fruits,"Fruits, Other",1
Solomon Islands,2013,Fruits,"Fruits, Other",1
Solomon Islands,2010,Meat,Eggs,0
Solomon Islands,2011,Meat,Eggs,0
Solomon Islands,2012,Meat,Eggs,0
Solomon Islands,2013,Meat,Eggs,0
Solomon Islands,2010,Meat,Milk - Excluding Butter,0
Solomon Islands,2011,Meat,Milk - Excluding Butter,0
Solomon Islands,2012,Meat,Milk - Excluding Butter,0
Solomon Islands,2013,Meat,Milk - Excluding Butter,0
South Africa,2010,Crops,Wheat and products,49
South Africa,2011,Crops,Wheat and products,58
South Africa,2012,Crops,Wheat and products,72
South Africa,2013,Crops,Wheat and products,74
South Africa,2010,Crops,Rice (Milled Equivalent),0
South Africa,2011,Crops,Rice (Milled Equivalent),0
South Africa,2012,Crops,Rice (Milled Equivalent),0
South Africa,2013,Crops,Rice (Milled Equivalent),0
South Africa,2010,Crops,Barley and products,6
South Africa,2011,Crops,Barley and products,8
South Africa,2012,Crops,Barley and products,7
South Africa,2013,Crops,Barley and products,7
South Africa,2010,Crops,Maize and products,385
South Africa,2011,Crops,Maize and products,384
South Africa,2012,Crops,Maize and products,371
South Africa,2013,Crops,Maize and products,405
South Africa,2010,Crops,Rye and products,0
South Africa,2011,Crops,Rye and products,0
South Africa,2012,Crops,Rye and products,0
South Africa,2013,Crops,Rye and products,0
South Africa,2010,Crops,Oats,1
South Africa,2011,Crops,Oats,2
South Africa,2012,Crops,Oats,1
South Africa,2013,Crops,Oats,1
South Africa,2010,Crops,Sorghum and products,12
South Africa,2011,Crops,Sorghum and products,13
South Africa,2012,Crops,Sorghum and products,14
South Africa,2013,Crops,Sorghum and products,13
South Africa,2010,Crops,"Cereals, Other",0
South Africa,2011,Crops,"Cereals, Other",0
South Africa,2012,Crops,"Cereals, Other",0
South Africa,2013,Crops,"Cereals, Other",0
South Africa,2010,Vegetables,Potatoes and products,105
South Africa,2011,Vegetables,Potatoes and products,110
South Africa,2012,Vegetables,Potatoes and products,113
South Africa,2013,Vegetables,Potatoes and products,109
South Africa,2010,Vegetables,Sweet potatoes,1
South Africa,2011,Vegetables,Sweet potatoes,1
South Africa,2012,Vegetables,Sweet potatoes,1
South Africa,2013,Vegetables,Sweet potatoes,1
South Africa,2010,Crops,Sugar cane,801
South Africa,2011,Crops,Sugar cane,840
South Africa,2012,Crops,Sugar cane,864
South Africa,2013,Crops,Sugar cane,1002
South Africa,2010,Vegetables,Beans,4
South Africa,2011,Vegetables,Beans,4
South Africa,2012,Vegetables,Beans,4
South Africa,2013,Vegetables,Beans,3
South Africa,2010,Vegetables,Peas,0
South Africa,2011,Vegetables,Peas,0
South Africa,2012,Vegetables,Peas,0
South Africa,2013,Vegetables,Peas,0
South Africa,2010,Vegetables,"Pulses, Other and products",0
South Africa,2011,Vegetables,"Pulses, Other and products",0
South Africa,2012,Vegetables,"Pulses, Other and products",0
South Africa,2013,Vegetables,"Pulses, Other and products",0
South Africa,2010,Vegetables,Soyabeans,17
South Africa,2011,Vegetables,Soyabeans,21
South Africa,2012,Vegetables,Soyabeans,22
South Africa,2013,Vegetables,Soyabeans,24
South Africa,2010,Seeds,Groundnuts (Shelled Eq),2
South Africa,2011,Seeds,Groundnuts (Shelled Eq),2
South Africa,2012,Seeds,Groundnuts (Shelled Eq),2
South Africa,2013,Seeds,Groundnuts (Shelled Eq),1
South Africa,2010,Seeds,Cottonseed,2
South Africa,2011,Seeds,Cottonseed,2
South Africa,2012,Seeds,Cottonseed,2
South Africa,2013,Seeds,Cottonseed,3
South Africa,2010,Oil,"Oilcrops, Other",0
South Africa,2011,Oil,"Oilcrops, Other",0
South Africa,2012,Oil,"Oilcrops, Other",0
South Africa,2013,Oil,"Oilcrops, Other",0
South Africa,2010,Vegetables,Tomatoes and products,55
South Africa,2011,Vegetables,Tomatoes and products,51
South Africa,2012,Vegetables,Tomatoes and products,56
South Africa,2013,Vegetables,Tomatoes and products,55
South Africa,2010,Vegetables,Onions,52
South Africa,2011,Vegetables,Onions,59
South Africa,2012,Vegetables,Onions,63
South Africa,2013,Vegetables,Onions,59
South Africa,2010,Vegetables,"Vegetables, Other",153
South Africa,2011,Vegetables,"Vegetables, Other",149
South Africa,2012,Vegetables,"Vegetables, Other",135
South Africa,2013,Vegetables,"Vegetables, Other",137
South Africa,2010,Fruits,"Oranges, Mandarines",28
South Africa,2011,Fruits,"Oranges, Mandarines",30
South Africa,2012,Fruits,"Oranges, Mandarines",32
South Africa,2013,Fruits,"Oranges, Mandarines",36
South Africa,2010,Fruits,"Lemons, Limes and products",12
South Africa,2011,Fruits,"Lemons, Limes and products",13
South Africa,2012,Fruits,"Lemons, Limes and products",12
South Africa,2013,Fruits,"Lemons, Limes and products",13
South Africa,2010,Fruits,Grapefruit and products,17
South Africa,2011,Fruits,Grapefruit and products,22
South Africa,2012,Fruits,Grapefruit and products,15
South Africa,2013,Fruits,Grapefruit and products,23
South Africa,2010,Fruits,"Citrus, Other",1
South Africa,2011,Fruits,"Citrus, Other",1
South Africa,2012,Fruits,"Citrus, Other",1
South Africa,2013,Fruits,"Citrus, Other",1
South Africa,2010,Fruits,Bananas,43
South Africa,2011,Fruits,Bananas,44
South Africa,2012,Fruits,Bananas,37
South Africa,2013,Fruits,Bananas,42
South Africa,2010,Fruits,Apples and products,36
South Africa,2011,Fruits,Apples and products,39
South Africa,2012,Fruits,Apples and products,40
South Africa,2013,Fruits,Apples and products,45
South Africa,2010,Fruits,Pineapples and products,5
South Africa,2011,Fruits,Pineapples and products,5
South Africa,2012,Fruits,Pineapples and products,5
South Africa,2013,Fruits,Pineapples and products,5
South Africa,2010,Fruits,"Fruits, Other",47
South Africa,2011,Fruits,"Fruits, Other",46
South Africa,2012,Fruits,"Fruits, Other",48
South Africa,2013,Fruits,"Fruits, Other",50
South Africa,2010,Spices,Pimento,1
South Africa,2011,Spices,Pimento,1
South Africa,2012,Spices,Pimento,1
South Africa,2013,Spices,Pimento,1
South Africa,2010,Meat,Eggs,47
South Africa,2011,Meat,Eggs,51
South Africa,2012,Meat,Eggs,54
South Africa,2013,Meat,Eggs,51
South Africa,2010,Meat,Milk - Excluding Butter,21
South Africa,2011,Meat,Milk - Excluding Butter,20
South Africa,2012,Meat,Milk - Excluding Butter,22
South Africa,2013,Meat,Milk - Excluding Butter,32
Spain,2010,Crops,Wheat and products,147
Spain,2011,Crops,Wheat and products,135
Spain,2012,Crops,Wheat and products,61
Spain,2013,Crops,Wheat and products,104
Spain,2010,Crops,Barley and products,27
Spain,2011,Crops,Barley and products,28
Spain,2012,Crops,Barley and products,19
Spain,2013,Crops,Barley and products,31
Spain,2010,Crops,Maize and products,14
Spain,2011,Crops,Maize and products,16
Spain,2012,Crops,Maize and products,18
Spain,2013,Crops,Maize and products,19
Spain,2010,Crops,Rye and products,4
Spain,2011,Crops,Rye and products,3
Spain,2012,Crops,Rye and products,4
Spain,2013,Crops,Rye and products,3
Spain,2010,Crops,Oats,35
Spain,2011,Crops,Oats,28
Spain,2012,Crops,Oats,13
Spain,2013,Crops,Oats,20
Spain,2010,Vegetables,Potatoes and products,177
Spain,2011,Vegetables,Potatoes and products,177
Spain,2012,Vegetables,Potatoes and products,164
Spain,2013,Vegetables,Potatoes and products,132
Spain,2010,Vegetables,Sweet potatoes,2
Spain,2011,Vegetables,Sweet potatoes,2
Spain,2012,Vegetables,Sweet potatoes,1
Spain,2013,Vegetables,Sweet potatoes,1
Spain,2010,Vegetables,Beans,4
Spain,2011,Vegetables,Beans,3
Spain,2012,Vegetables,Beans,3
Spain,2013,Vegetables,Beans,3
Spain,2010,Vegetables,Peas,18
Spain,2011,Vegetables,Peas,19
Spain,2012,Vegetables,Peas,16
Spain,2013,Vegetables,Peas,15
Spain,2010,Vegetables,"Pulses, Other and products",14
Spain,2011,Vegetables,"Pulses, Other and products",13
Spain,2012,Vegetables,"Pulses, Other and products",13
Spain,2013,Vegetables,"Pulses, Other and products",16
Spain,2010,Vegetables,Nuts and products,3
Spain,2011,Vegetables,Nuts and products,3
Spain,2012,Vegetables,Nuts and products,3
Spain,2013,Vegetables,Nuts and products,3
Spain,2010,Vegetables,Soyabeans,0
Spain,2011,Vegetables,Soyabeans,0
Spain,2012,Vegetables,Soyabeans,0
Spain,2013,Vegetables,Soyabeans,60
Spain,2010,Seeds,Rape and Mustardseed,0
Spain,2011,Seeds,Rape and Mustardseed,0
Spain,2012,Seeds,Rape and Mustardseed,0
Spain,2013,Seeds,Rape and Mustardseed,1
Spain,2010,Seeds,Cottonseed,0
Spain,2011,Seeds,Cottonseed,1
Spain,2012,Seeds,Cottonseed,1
Spain,2013,Seeds,Cottonseed,2
Spain,2010,Crops,Olives (including preserved),26
Spain,2011,Crops,Olives (including preserved),26
Spain,2012,Crops,Olives (including preserved),19
Spain,2013,Crops,Olives (including preserved),22
Spain,2010,Oil,"Oilcrops, Other",0
Spain,2011,Oil,"Oilcrops, Other",0
Spain,2012,Oil,"Oilcrops, Other",0
Spain,2013,Oil,"Oilcrops, Other",0
Spain,2010,Vegetables,Tomatoes and products,200
Spain,2011,Vegetables,Tomatoes and products,200
Spain,2012,Vegetables,Tomatoes and products,200
Spain,2013,Vegetables,Tomatoes and products,185
Spain,2010,Vegetables,Onions,116
Spain,2011,Vegetables,Onions,136
Spain,2012,Vegetables,Onions,122
Spain,2013,Vegetables,Onions,128
Spain,2010,Vegetables,"Vegetables, Other",797
Spain,2011,Vegetables,"Vegetables, Other",819
Spain,2012,Vegetables,"Vegetables, Other",841
Spain,2013,Vegetables,"Vegetables, Other",859
Spain,2010,Fruits,"Oranges, Mandarines",338
Spain,2011,Fruits,"Oranges, Mandarines",316
Spain,2012,Fruits,"Oranges, Mandarines",291
Spain,2013,Fruits,"Oranges, Mandarines",323
Spain,2010,Fruits,"Lemons, Limes and products",54
Spain,2011,Fruits,"Lemons, Limes and products",60
Spain,2012,Fruits,"Lemons, Limes and products",64
Spain,2013,Fruits,"Lemons, Limes and products",63
Spain,2010,Fruits,Grapefruit and products,1
Spain,2011,Fruits,Grapefruit and products,1
Spain,2012,Fruits,Grapefruit and products,1
Spain,2013,Fruits,Grapefruit and products,1
Spain,2010,Fruits,Bananas,72
Spain,2011,Fruits,Bananas,70
Spain,2012,Fruits,Bananas,72
Spain,2013,Fruits,Bananas,73
Spain,2010,Fruits,Apples and products,90
Spain,2011,Fruits,Apples and products,92
Spain,2012,Fruits,Apples and products,85
Spain,2013,Fruits,Apples and products,80
Spain,2010,Fruits,Pineapples and products,12
Spain,2011,Fruits,Pineapples and products,14
Spain,2012,Fruits,Pineapples and products,13
Spain,2013,Fruits,Pineapples and products,11
Spain,2010,Fruits,Dates,1
Spain,2011,Fruits,Dates,0
Spain,2012,Fruits,Dates,0
Spain,2013,Fruits,Dates,0
Spain,2010,Fruits,Grapes and products (excl wine),22
Spain,2011,Fruits,Grapes and products (excl wine),20
Spain,2012,Fruits,Grapes and products (excl wine),19
Spain,2013,Fruits,Grapes and products (excl wine),28
Spain,2010,Fruits,"Fruits, Other",314
Spain,2011,Fruits,"Fruits, Other",317
Spain,2012,Fruits,"Fruits, Other",264
Spain,2013,Fruits,"Fruits, Other",285
Spain,2010,Crops,Coffee and products,27
Spain,2011,Crops,Coffee and products,26
Spain,2012,Crops,Coffee and products,27
Spain,2013,Crops,Coffee and products,26
Spain,2010,Crops,Tea (including mate),0
Spain,2011,Crops,Tea (including mate),0
Spain,2012,Crops,Tea (including mate),0
Spain,2013,Crops,Tea (including mate),0
Spain,2010,Fermented,Wine,50
Spain,2011,Fermented,Wine,48
Spain,2012,Fermented,Wine,48
Spain,2013,Fermented,Wine,72
Spain,2010,Meat,Eggs,16
Spain,2011,Meat,Eggs,17
Spain,2012,Meat,Eggs,15
Spain,2013,Meat,Eggs,15
Sri Lanka,2010,Crops,Wheat and products,21
Sri Lanka,2011,Crops,Wheat and products,25
Sri Lanka,2012,Crops,Wheat and products,22
Sri Lanka,2013,Crops,Wheat and products,18
Sri Lanka,2010,Crops,Rice (Milled Equivalent),172
Sri Lanka,2011,Crops,Rice (Milled Equivalent),155
Sri Lanka,2012,Crops,Rice (Milled Equivalent),153
Sri Lanka,2013,Crops,Rice (Milled Equivalent),179
Sri Lanka,2010,Crops,Maize and products,5
Sri Lanka,2011,Crops,Maize and products,4
Sri Lanka,2012,Crops,Maize and products,7
Sri Lanka,2013,Crops,Maize and products,7
Sri Lanka,2010,Crops,Millet and products,0
Sri Lanka,2011,Crops,Millet and products,0
Sri Lanka,2012,Crops,Millet and products,0
Sri Lanka,2013,Crops,Millet and products,0
Sri Lanka,2010,Crops,Sorghum and products,0
Sri Lanka,2011,Crops,Sorghum and products,0
Sri Lanka,2012,Crops,Sorghum and products,0
Sri Lanka,2013,Crops,Sorghum and products,0
Sri Lanka,2010,Crops,Cassava and products,14
Sri Lanka,2011,Crops,Cassava and products,15
Sri Lanka,2012,Crops,Cassava and products,15
Sri Lanka,2013,Crops,Cassava and products,15
Sri Lanka,2010,Vegetables,Potatoes and products,18
Sri Lanka,2011,Vegetables,Potatoes and products,19
Sri Lanka,2012,Vegetables,Potatoes and products,19
Sri Lanka,2013,Vegetables,Potatoes and products,20
Sri Lanka,2010,Vegetables,Sweet potatoes,2
Sri Lanka,2011,Vegetables,Sweet potatoes,2
Sri Lanka,2012,Vegetables,Sweet potatoes,2
Sri Lanka,2013,Vegetables,Sweet potatoes,3
Sri Lanka,2010,Vegetables,Beans,1
Sri Lanka,2011,Vegetables,Beans,1
Sri Lanka,2012,Vegetables,Beans,1
Sri Lanka,2013,Vegetables,Beans,1
Sri Lanka,2010,Vegetables,Peas,1
Sri Lanka,2011,Vegetables,Peas,1
Sri Lanka,2012,Vegetables,Peas,1
Sri Lanka,2013,Vegetables,Peas,1
Sri Lanka,2010,Vegetables,"Pulses, Other and products",5
Sri Lanka,2011,Vegetables,"Pulses, Other and products",5
Sri Lanka,2012,Vegetables,"Pulses, Other and products",4
Sri Lanka,2013,Vegetables,"Pulses, Other and products",6
Sri Lanka,2010,Vegetables,Soyabeans,0
Sri Lanka,2011,Vegetables,Soyabeans,0
Sri Lanka,2012,Vegetables,Soyabeans,0
Sri Lanka,2013,Vegetables,Soyabeans,0
Sri Lanka,2010,Seeds,Groundnuts (Shelled Eq),0
Sri Lanka,2011,Seeds,Groundnuts (Shelled Eq),0
Sri Lanka,2012,Seeds,Groundnuts (Shelled Eq),0
Sri Lanka,2013,Seeds,Groundnuts (Shelled Eq),1
Sri Lanka,2010,Seeds,Rape and Mustardseed,0
Sri Lanka,2011,Seeds,Rape and Mustardseed,0
Sri Lanka,2012,Seeds,Rape and Mustardseed,0
Sri Lanka,2013,Seeds,Rape and Mustardseed,0
Sri Lanka,2010,Seeds,Cottonseed,0
Sri Lanka,2011,Seeds,Cottonseed,0
Sri Lanka,2012,Seeds,Cottonseed,0
Sri Lanka,2013,Seeds,Cottonseed,0
Sri Lanka,2010,Seeds,Sesame seed,1
Sri Lanka,2011,Seeds,Sesame seed,1
Sri Lanka,2012,Seeds,Sesame seed,1
Sri Lanka,2013,Seeds,Sesame seed,1
Sri Lanka,2010,Vegetables,Tomatoes and products,11
Sri Lanka,2011,Vegetables,Tomatoes and products,11
Sri Lanka,2012,Vegetables,Tomatoes and products,13
Sri Lanka,2013,Vegetables,Tomatoes and products,13
Sri Lanka,2010,Vegetables,Onions,20
Sri Lanka,2011,Vegetables,Onions,21
Sri Lanka,2012,Vegetables,Onions,21
Sri Lanka,2013,Vegetables,Onions,22
Sri Lanka,2010,Vegetables,"Vegetables, Other",62
Sri Lanka,2011,Vegetables,"Vegetables, Other",64
Sri Lanka,2012,Vegetables,"Vegetables, Other",66
Sri Lanka,2013,Vegetables,"Vegetables, Other",83
Sri Lanka,2010,Fruits,"Oranges, Mandarines",1
Sri Lanka,2011,Fruits,"Oranges, Mandarines",1
Sri Lanka,2012,Fruits,"Oranges, Mandarines",1
Sri Lanka,2013,Fruits,"Oranges, Mandarines",2
Sri Lanka,2010,Crops,Plantains,57
Sri Lanka,2011,Crops,Plantains,61
Sri Lanka,2012,Crops,Plantains,64
Sri Lanka,2013,Crops,Plantains,64
Sri Lanka,2010,Fruits,Pineapples and products,8
Sri Lanka,2011,Fruits,Pineapples and products,8
Sri Lanka,2012,Fruits,Pineapples and products,7
Sri Lanka,2013,Fruits,Pineapples and products,7
Sri Lanka,2010,Fruits,"Fruits, Other",23
Sri Lanka,2011,Fruits,"Fruits, Other",24
Sri Lanka,2012,Fruits,"Fruits, Other",23
Sri Lanka,2013,Fruits,"Fruits, Other",24
Sri Lanka,2010,Spices,Pimento,2
Sri Lanka,2011,Spices,Pimento,2
Sri Lanka,2012,Spices,Pimento,2
Sri Lanka,2013,Spices,Pimento,2
Sri Lanka,2010,Meat,Eggs,3
Sri Lanka,2011,Meat,Eggs,3
Sri Lanka,2012,Meat,Eggs,3
Sri Lanka,2013,Meat,Eggs,6
Sri Lanka,2010,Meat,Milk - Excluding Butter,12
Sri Lanka,2011,Meat,Milk - Excluding Butter,12
Sri Lanka,2012,Meat,Milk - Excluding Butter,16
Sri Lanka,2013,Meat,Milk - Excluding Butter,17
Sudan,2012,Crops,Wheat and products,52
Sudan,2013,Crops,Wheat and products,49
Sudan,2012,Crops,Millet and products,23
Sudan,2013,Crops,Millet and products,23
Sudan,2012,Seeds,Groundnuts (Shelled Eq),36
Sudan,2013,Seeds,Groundnuts (Shelled Eq),62
Sudan,2012,Seeds,Cottonseed,10
Sudan,2013,Seeds,Cottonseed,2
Sudan,2012,Seeds,Sesame seed,15
Sudan,2013,Seeds,Sesame seed,25
Sudan,2012,Oil,"Oilcrops, Other",8
Sudan,2013,Oil,"Oilcrops, Other",6
Sudan (former),2010,Crops,Wheat and products,118
Sudan (former),2011,Crops,Wheat and products,102
Sudan (former),2010,Crops,Rice (Milled Equivalent),1
Sudan (former),2011,Crops,Rice (Milled Equivalent),1
Sudan (former),2010,Crops,Barley and products,0
Sudan (former),2011,Crops,Barley and products,0
Sudan (former),2010,Crops,Maize and products,8
Sudan (former),2011,Crops,Maize and products,5
Sudan (former),2010,Crops,Millet and products,40
Sudan (former),2011,Crops,Millet and products,46
Sudan (former),2010,Crops,Sorghum and products,143
Sudan (former),2011,Crops,Sorghum and products,179
Sudan (former),2010,Crops,Cassava and products,1
Sudan (former),2011,Crops,Cassava and products,2
Sudan (former),2010,Vegetables,Potatoes and products,33
Sudan (former),2011,Vegetables,Potatoes and products,34
Sudan (former),2010,Vegetables,Sweet potatoes,23
Sudan (former),2011,Vegetables,Sweet potatoes,17
Sudan (former),2010,Vegetables,Yams,16
Sudan (former),2011,Vegetables,Yams,18
Sudan (former),2010,Vegetables,Beans,2
Sudan (former),2011,Vegetables,Beans,2
Sudan (former),2010,Vegetables,"Pulses, Other and products",34
Sudan (former),2011,Vegetables,"Pulses, Other and products",33
Sudan (former),2010,Seeds,Groundnuts (Shelled Eq),60
Sudan (former),2011,Seeds,Groundnuts (Shelled Eq),91
Sudan (former),2010,Seeds,Cottonseed,2
Sudan (former),2011,Seeds,Cottonseed,2
Sudan (former),2010,Seeds,Sesame seed,17
Sudan (former),2011,Seeds,Sesame seed,25
Sudan (former),2010,Oil,"Oilcrops, Other",3
Sudan (former),2011,Oil,"Oilcrops, Other",10
Sudan (former),2010,Vegetables,Tomatoes and products,76
Sudan (former),2011,Vegetables,Tomatoes and products,79
Sudan (former),2010,Vegetables,Onions,167
